Jenis_Rumah,Lokasi,KT,KM,Garasi_Null,Garasi,LT,LB,Harga,Harga_New,Juta
Rumah,"Semarang Timur, Semarang",3,1,,1,102,100,625,0.625,
Rumah,"Pedurungan, Semarang",3,2,,1,109,100,625,0.625,
Rumah,"Gunung Pati, Semarang",6,4,1,1,157,110,625,0.625,
Rumah,"Tembalang, Semarang",3,2,,1,60,150,625,0.625,
Rumah,"Semarang Barat, Semarang",5,3,2,2,200,150,625,0.625,
Rumah,"Semarang Barat, Semarang",6,3,,1,200,150,625,0.625,
Rumah,"Semarang Barat, Semarang",6,3,,1,200,160,625,0.625,
Rumah,"Pedurungan, Semarang",2,1,1,1,100,42,628,0.628,
Rumah,"Pedurungan, Semarang",2,1,2,2,100,42,628,0.628,
Rumah,"Pedurungan, Semarang",3,2,1,1,109,70,629,0.629,
Rumah,"Pedurungan, Semarang",4,2,1,1,100,78,629,0.629,
Rumah,"Tembalang, Semarang",2,1,1,1,60,30,630,0.63,
Rumah,"Tembalang, Semarang",2,1,1,1,95,45,630,0.63,
Rumah,"Gunung Pati, Semarang",2,1,,1,120,50,630,0.63,
Rumah,"Gunung Pati, Semarang",2,1,,1,139,60,630,0.63,
Rumah,"Banyumanik, Semarang",2,1,1,1,136,70,630,0.63,
Rumah,"Semarang Timur, Semarang",3,2,1,1,100,100,630,0.63,
Rumah,"Tembalang, Semarang",2,1,,1,164,116,630,0.63,
Rumah,"Tembalang, Semarang",5,2,,1,84,140,630,0.63,
Rumah,"Pedurungan, Semarang",3,2,,1,68,60,631,0.631,
Rumah,"Tembalang, Semarang",2,1,1,1,78,30,632,0.632,
Rumah,"Ngaliyan, Semarang",2,1,,1,125,42,632,0.632,
Rumah,"Semarang Barat, Semarang",2,1,2,2,120,45,633,0.633,
Rumah,"Pedurungan, Semarang",2,1,1,1,101,75,634,0.634,
Rumah,"Pedurungan, Semarang",2,1,2,2,80,40,635,0.635,
Rumah,"Tembalang, Semarang",2,1,1,1,72,50,635,0.635,
Rumah,"Tembalang, Semarang",3,1,1,1,72,50,635,0.635,
Rumah,"Ngaliyan, Semarang",3,2,1,1,127,62,635,0.635,
Rumah,"Banyumanik, Semarang",2,2,2,2,186,69,635,0.635,
Rumah,"Pedurungan, Semarang",2,1,,1,101,75,635,0.635,
Rumah,"Semarang Timur, Semarang",2,1,,1,101,75,635,0.635,
Rumah,"Pedurungan, Semarang",2,1,2,2,101,75,635,0.635,
Rumah,"Tembalang, Semarang",3,1,1,1,112,75,635,0.635,
Rumah,"Tembalang, Semarang",3,1,1,1,92,77,635,0.635,
Rumah,"Semarang Tengah, Semarang",2,1,1,1,86,80,635,0.635,
Rumah,"Pedurungan, Semarang",3,1,1,1,110,90,635,0.635,
Rumah,"Gunung Pati, Semarang",3,2,2,2,128,90,635,0.635,
Rumah,"Tembalang, Semarang",3,2,1,1,60,150,635,0.635,
Rumah,"Tembalang, Semarang",5,2,,1,156,156,635,0.635,
Rumah,"Tembalang, Semarang",2,1,,1,60,36,639,0.639,
Rumah,"Pedurungan, Semarang",3,2,2,2,79,65,639,0.639,
Rumah,"Ngaliyan, Semarang",2,1,2,2,120,40,640,0.64,
Rumah,"Semarang Tengah, Semarang",2,1,1,1,86,80,640,0.64,
Rumah,"Banyumanik, Semarang",3,2,,1,84,120,640,0.64,
Rumah,"Banyumanik, Semarang",3,2,1,1,207,146,640,0.64,
Rumah,"Pedurungan, Semarang",2,1,1,1,72,72,643,0.643,
Rumah,"Pedurungan, Semarang",3,1,2,2,72,72,643,0.643,
Rumah,"Pedurungan, Semarang",3,2,2,2,72,72,643,0.643,
Rumah,"Semarang Timur, Semarang",3,2,2,2,72,72,643,0.643,
Rumah,"Semarang Timur, Semarang",3,2,1,1,72,72,643,0.643,
Rumah,"Pedurungan, Semarang",3,2,,1,72,72,643,0.643,
Rumah,"Pedurungan, Semarang",3,2,2,2,75,72,643,0.643,
Rumah,"Pedurungan, Semarang",3,2,2,2,72,73,643,0.643,
Rumah,"Pedurungan, Semarang",3,2,,1,65,75,643,0.643,
Rumah,"Banyumanik, Semarang",2,1,1,1,79,53,644,0.644,
Rumah,"Banyumanik, Semarang",2,1,1,1,79,55,644,0.644,
Rumah,"Pedurungan, Semarang",2,1,2,2,70,40,645,0.645,
Rumah,"Tembalang, Semarang",2,1,,1,80,50,645,0.645,
Rumah,"Banyumanik, Semarang",2,1,,1,85,50,645,0.645,
Rumah,"Tembalang, Semarang",2,1,,1,85,50,645,0.645,
Rumah,"Mijen, Semarang",2,1,1,1,120,60,645,0.645,
Rumah,"Ngaliyan, Semarang",2,2,2,2,121,60,645,0.645,
Rumah,"Pedurungan, Semarang",3,2,1,1,109,70,645,0.645,
Rumah,"Pedurungan, Semarang",3,2,2,2,72,72,645,0.645,
Rumah,"Pedurungan, Semarang",3,2,2,2,63,71,647,0.647,
Rumah,"Pedurungan, Semarang",2,1,1,1,73,40,648,0.648,
Rumah,"Pedurungan, Semarang",3,2,2,2,72,72,649,0.649,
Rumah,"Mijen, Semarang",2,1,,1,134,30,650,0.65,
"Rumah
Featured","Mijen, Semarang",2,1,1,1,194,30,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,120,34,650,0.65,
Rumah,"Ngaliyan, Semarang",3,2,1,1,93,36,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,120,36,650,0.65,
Rumah,"Pedurungan, Semarang",3,1,,1,78,38,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,120,38,650,0.65,
Rumah,"Mijen, Semarang",2,1,,1,135,38,650,0.65,
Rumah,"Tembalang, Semarang",2,1,,1,95,39,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,2,2,70,40,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,70,40,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,73,40,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,2,2,80,40,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,80,40,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,71,42,650,0.65,
Rumah,"Mijen, Semarang",2,1,,1,120,42,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,70,45,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,78,45,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,78,45,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,,1,88,45,650,0.65,
Rumah,"Tembalang, Semarang",2,1,,1,97,45,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,1,1,120,45,650,0.65,
Rumah,"Semarang Tengah, Semarang",2,1,2,2,122,45,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,123,45,650,0.65,
Rumah,"Tembalang, Semarang",2,1,,1,133,45,650,0.65,
Rumah,"Gunung Pati, Semarang",2,1,2,2,140,45,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,120,47,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,72,50,650,0.65,
"Rumah
Featured","Semarang Timur, Semarang",2,1,1,1,72,50,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,2,2,72,50,650,0.65,
Rumah,"Gayamsari, Semarang",2,1,1,1,88,50,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,1,1,105,50,650,0.65,
Rumah,"Gunung Pati, Semarang",2,1,1,1,105,50,650,0.65,
Rumah,"Tembalang, Semarang",2,1,1,1,96,52,650,0.65,
Rumah,"Tembalang, Semarang",2,1,1,1,96,53,650,0.65,
Rumah,"Semarang Tengah, Semarang",6,3,1,1,75,54,650,0.65,
Rumah,"Semarang Selatan, Semarang",6,3,,1,75,54,650,0.65,
Rumah,"Banyumanik, Semarang",2,1,1,1,79,54,650,0.65,
Rumah,"Mijen, Semarang",3,2,1,1,120,55,650,0.65,
Rumah,"Banyumanik, Semarang",2,1,1,1,84,56,650,0.65,
Rumah,"Mijen, Semarang",2,1,,1,60,60,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,2,2,60,60,650,0.65,
Rumah,"Tembalang, Semarang",2,2,1,1,65,60,650,0.65,
Rumah,"Semarang Timur, Semarang",3,2,2,2,68,60,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,2,2,68,60,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,2,2,74,60,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,2,2,75,60,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,84,60,650,0.65,
Rumah,"Tembalang, Semarang",3,2,2,2,85,60,650,0.65,
Rumah,"Gayamsari, Semarang",2,1,,1,90,60,650,0.65,
Rumah,"Tembalang, Semarang",2,1,1,1,98,60,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,,1,120,60,650,0.65,
"Rumah
Featured","Ngaliyan, Semarang",3,2,1,1,120,60,650,0.65,
Rumah,"Banyumanik, Semarang",2,1,,1,137,60,650,0.65,
"Rumah
Featured","Ngaliyan, Semarang",2,2,1,1,137,60,650,0.65,
Rumah,"Semarang Tengah, Semarang",2,1,1,1,72,65,650,0.65,
Rumah,"Gayamsari, Semarang",2,1,1,1,90,65,650,0.65,
Rumah,"Pedurungan, Semarang",2,2,2,2,90,65,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,96,65,650,0.65,
Rumah,"Banyumanik, Semarang",3,2,1,1,100,65,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,108,65,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,,1,115,65,650,0.65,
Rumah,"Tembalang, Semarang",2,1,,1,131,65,650,0.65,
Rumah,"Candisari, Semarang",2,1,,1,131,65,650,0.65,
Rumah,"Mijen, Semarang",3,2,1,1,135,65,650,0.65,
Rumah,"Semarang Timur, Semarang",3,1,1,1,83,70,650,0.65,
Rumah,"Pedurungan, Semarang",3,1,1,1,83,70,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,90,70,650,0.65,
Rumah,"Ngaliyan, Semarang",3,1,,1,96,70,650,0.65,
Rumah,"Tembalang, Semarang",2,1,,1,97,70,650,0.65,
Rumah,"Ngaliyan, Semarang",2,3,1,1,101,70,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,1,1,120,70,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,1,1,120,70,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,130,70,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,1,1,144,70,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,1,1,146,70,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,160,70,650,0.65,
Rumah,"Gunung Pati, Semarang",2,2,1,1,260,70,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,,1,120,71,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,72,72,650,0.65,
Rumah,"Gayamsari, Semarang",2,1,,1,72,72,650,0.65,
Rumah,"Tembalang, Semarang",2,1,,1,93,72,650,0.65,
Rumah,"Banyumanik, Semarang",2,1,,1,96,72,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,2,2,120,72,650,0.65,
Rumah,"Tembalang, Semarang",3,1,1,1,75,75,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,130,75,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,130,75,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,77,77,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,78,78,650,0.65,
Rumah,"Ngaliyan, Semarang",5,1,,1,65,80,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,80,80,650,0.65,
Rumah,"Tembalang, Semarang",2,1,1,1,84,80,650,0.65,
Rumah,"Gayamsari, Semarang",2,1,,1,84,80,650,0.65,
Rumah,"Pedurungan, Semarang",2,2,,1,91,80,650,0.65,
Rumah,"Semarang Tengah, Semarang",2,1,,1,93,80,650,0.65,
Rumah,"Ngaliyan, Semarang",4,2,,1,96,80,650,0.65,
Rumah,"Tembalang, Semarang",2,1,1,1,105,80,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,120,80,650,0.65,
Rumah,"Semarang Selatan, Semarang",2,1,1,1,131,80,650,0.65,
Rumah,"Ngaliyan, Semarang",3,2,1,1,120,82,650,0.65,
Rumah,"Banyumanik, Semarang",3,1,1,1,84,84,650,0.65,
Rumah,"Pedurungan, Semarang",4,2,1,1,84,84,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,1,1,85,85,650,0.65,
Rumah,"Semarang Timur, Semarang",3,1,1,1,98,85,650,0.65,
Rumah,"Tembalang, Semarang",3,1,,1,98,85,650,0.65,
Rumah,"Tembalang, Semarang",2,2,1,1,111,85,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,2,2,122,85,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,1,1,128,86,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,2,2,128,86,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,87,87,650,0.65,
"Rumah
Premier","Pedurungan, Semarang",2,1,1,1,87,87,650,0.65,
Rumah,"Semarang Barat, Semarang",2,2,,1,87,87,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,1,1,128,87,650,0.65,
Rumah,"Semarang Utara, Semarang",3,2,1,1,100,88,650,0.65,
Rumah,"Tembalang, Semarang",3,2,2,2,72,90,650,0.65,
Rumah,"Tembalang, Semarang",3,2,1,1,72,90,650,0.65,
Rumah,"Mijen, Semarang",2,2,,1,90,90,650,0.65,
Rumah,"Gunung Pati, Semarang",4,4,,1,90,90,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,96,90,650,0.65,
Rumah,"Semarang Utara, Semarang",3,1,,1,100,90,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,107,90,650,0.65,
Rumah,"Tembalang, Semarang",2,1,2,2,108,90,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,,1,112,90,650,0.65,
Rumah,"Semarang Timur, Semarang",4,1,,1,116,90,650,0.65,
Rumah,"Banyumanik, Semarang",2,1,1,1,120,90,650,0.65,
Rumah,"Gayamsari, Semarang",2,1,1,1,120,90,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,1,1,120,90,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,,1,120,90,650,0.65,
Rumah,"Banyumanik, Semarang",3,2,1,1,120,90,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,1,1,121,90,650,0.65,
Rumah,"Semarang Barat, Semarang",2,2,2,2,140,90,650,0.65,
Rumah,"Ngaliyan, Semarang",3,1,1,1,150,90,650,0.65,
Rumah,"Tembalang, Semarang",3,1,1,1,150,90,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,92,92,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,93,93,650,0.65,
Rumah,"Gayamsari, Semarang",3,1,1,1,116,95,650,0.65,
Rumah,"Gunung Pati, Semarang",3,2,1,1,126,95,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,1,1,143,95,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,2,2,105,96,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,1,1,105,96,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,,1,97,97,650,0.65,
Rumah,"Ngaliyan, Semarang",2,2,,1,98,98,650,0.65,
Rumah,"Banyumanik, Semarang",3,2,1,1,84,100,650,0.65,
Rumah,"Semarang Timur, Semarang",2,2,,1,90,100,650,0.65,
Rumah,"Semarang Utara, Semarang",2,1,1,1,100,100,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,107,100,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,1,1,107,100,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,108,100,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,2,2,108,100,650,0.65,
Rumah,"Gayamsari, Semarang",4,1,,1,116,100,650,0.65,
Rumah,"Semarang Tengah, Semarang",2,1,,1,117,100,650,0.65,
Rumah,"Pedurungan, Semarang",5,2,1,1,119,100,650,0.65,
Rumah,"Pedurungan, Semarang",5,5,,1,119,100,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,1,1,120,100,650,0.65,
Rumah,"Pedurungan, Semarang",2,2,,1,120,100,650,0.65,
Rumah,"Semarang Timur, Semarang",2,2,,1,120,100,650,0.65,
Rumah,"Ngaliyan, Semarang",3,2,,1,120,100,650,0.65,
Rumah,"Pedurungan, Semarang",2,2,,1,125,100,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,,1,140,100,650,0.65,
Rumah,"Gunung Pati, Semarang",4,3,2,2,150,100,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,101,101,650,0.65,
Rumah,"Pedurungan, Semarang",2,2,1,1,110,105,650,0.65,
Rumah,"Semarang Barat, Semarang",3,2,,1,119,105,650,0.65,
Rumah,"Gajah Mungkur, Semarang",3,1,,1,128,105,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,,1,65,108,650,0.65,
Rumah,"Semarang Barat, Semarang",3,1,1,1,98,108,650,0.65,
Rumah,"Pedurungan, Semarang",2,2,1,1,125,110,650,0.65,
Rumah,"Pedurungan, Semarang",3,1,1,1,130,110,650,0.65,
Rumah,"Ngaliyan, Semarang",7,2,1,1,140,110,650,0.65,
Rumah,"Pedurungan, Semarang",2,1,,1,112,112,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,2,2,112,112,650,0.65,
Rumah,"Ngaliyan, Semarang",2,1,,1,112,112,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,1,1,125,115,650,0.65,
Rumah,"Ngaliyan, Semarang",4,2,,1,72,120,650,0.65,
Rumah,"Semarang Barat, Semarang",4,2,1,1,72,120,650,0.65,
Rumah,"Ngaliyan, Semarang",2,2,1,1,90,120,650,0.65,
Rumah,"Semarang Barat, Semarang",3,2,2,2,90,120,650,0.65,
Rumah,"Semarang Selatan, Semarang",4,3,1,1,90,120,650,0.65,
Rumah,"Semarang Barat, Semarang",3,2,1,1,100,120,650,0.65,
Rumah,"Semarang Timur, Semarang",4,2,,1,100,120,650,0.65,
Rumah,"Semarang Utara, Semarang",3,2,,1,120,120,650,0.65,
Rumah,"Pedurungan, Semarang",4,2,,1,120,120,650,0.65,
Rumah,"Semarang Utara, Semarang",4,2,1,1,120,120,650,0.65,
Rumah,"Tembalang, Semarang",5,2,1,1,126,120,650,0.65,
Rumah,"Gayamsari, Semarang",3,2,,1,136,120,650,0.65,
Rumah,"Semarang Timur, Semarang",3,2,1,1,142,120,650,0.65,
Rumah,"Semarang Utara, Semarang",2,2,1,1,144,120,650,0.65,
Rumah,"Semarang Utara, Semarang",3,2,1,1,144,120,650,0.65,
Rumah,"Banyumanik, Semarang",2,1,1,1,158,120,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,96,122,650,0.65,
Rumah,"Pedurungan, Semarang",4,2,1,1,122,122,650,0.65,
Rumah,"Semarang Barat, Semarang",3,1,,1,123,123,650,0.65,
Rumah,"Ngaliyan, Semarang",3,2,,1,108,125,650,0.65,
Rumah,"Ngaliyan, Semarang",4,2,1,1,108,125,650,0.65,
Rumah,"Semarang Timur, Semarang",2,1,1,1,126,126,650,0.65,
Rumah,"Semarang Barat, Semarang",2,1,,1,129,129,650,0.65,
Rumah,"Tembalang, Semarang",2,2,1,1,130,130,650,0.65,
Rumah,"Semarang Barat, Semarang",2,2,1,1,108,135,650,0.65,
Rumah,"Ngaliyan, Semarang",2,2,,1,108,135,650,0.65,
Rumah,"Ngaliyan, Semarang",4,2,,1,108,135,650,0.65,
Rumah,"Banyumanik, Semarang",3,2,,1,165,135,650,0.65,
Rumah,"Tembalang, Semarang",4,1,,1,141,141,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,3,3,143,143,650,0.65,
Rumah,"Semarang Timur, Semarang",5,3,,1,257,145,650,0.65,
Rumah,"Tembalang, Semarang",3,2,,1,60,150,650,0.65,
Rumah,"Tembalang, Semarang",4,3,1,1,120,150,650,0.65,
Rumah,"Pedurungan, Semarang",3,2,,1,130,150,650,0.65,
Rumah,"Semarang Barat, Semarang",3,1,,1,150,150,650,0.65,
Rumah,"Semarang Timur, Semarang",5,3,,1,150,150,650,0.65,
Rumah,"Semarang Tengah, Semarang",4,2,,1,186,150,650,0.65,
Rumah,"Semarang Barat, Semarang",3,2,,1,195,150,650,0.65,
Rumah,"Ngaliyan, Semarang",5,1,1,1,200,150,650,0.65,
Rumah,"Semarang Barat, Semarang",3,3,1,1,112,154,650,0.65,
Rumah,"Tembalang, Semarang",3,1,1,1,155,155,650,0.65,
Rumah,"Tembalang, Semarang",5,2,1,1,78,156,650,0.65,
Rumah,"Banyumanik, Semarang",4,2,1,1,102,160,650,0.65,
Rumah,"Banyumanik, Semarang",4,2,1,1,106,160,650,0.65,
Rumah,"Banyumanik, Semarang",8,4,1,1,133,160,650,0.65,
Rumah,"Semarang Timur, Semarang",3,1,,1,130,165,650,0.65,
Rumah,"Semarang Utara, Semarang",4,3,,1,100,170,650,0.65,
Rumah,"Semarang Timur, Semarang",3,2,1,1,112,170,650,0.65,
Rumah,"Semarang Barat, Semarang",4,1,,1,100,175,650,0.65,
Rumah,"Tembalang, Semarang",4,4,1,1,120,176,650,0.65,
Rumah,"Pedurungan, Semarang",5,3,,1,90,180,650,0.65,
Rumah,"Banyumanik, Semarang",3,2,1,1,108,180,650,0.65,
Rumah,"Semarang Timur, Semarang",3,3,,1,133,184,650,0.65,
Rumah,"Banyumanik, Semarang",3,2,1,1,207,192,650,0.65,
Rumah,"Gajah Mungkur, Semarang",5,2,1,1,230,200,650,0.65,
Rumah,"Semarang Timur, Semarang",3,2,3,3,203,203,650,0.65,
Rumah,"Ngaliyan, Semarang",3,2,1,1,415,210,650,0.65,
Rumah,"Mijen, Semarang",4,5,2,2,173,250,650,0.65,
Rumah,"Semarang Timur, Semarang",5,5,,1,313,300,650,0.65,
Rumah,"Semarang Timur, Semarang",5,3,1,1,313,313,650,0.65,
Rumah,"Semarang Timur, Semarang",5,5,,1,313,313,650,0.65,
Rumah,"Mijen, Semarang",2,1,1,1,120,55,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,1,1,72,72,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,2,2,72,72,652,0.652,
Rumah,"Pedurungan, Semarang",2,1,1,1,74,72,652,0.652,
Rumah,"Gayamsari, Semarang",3,2,1,1,74,72,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,1,1,74,72,652,0.652,
Rumah,"Semarang Timur, Semarang",3,2,,1,74,72,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,2,2,74,72,652,0.652,
Rumah,"Semarang Timur, Semarang",3,2,2,2,74,72,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,2,2,75,72,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,2,2,76,72,652,0.652,
Rumah,"Pedurungan, Semarang",3,2,1,1,72,72,653,0.653,
Rumah,"Pedurungan, Semarang",3,2,2,2,76,72,653,0.653,
Rumah,"Ngaliyan, Semarang",2,1,1,1,132,42,655,0.655,
Rumah,"Ngaliyan, Semarang",3,2,2,2,120,60,655,0.655,
Rumah,"Semarang Timur, Semarang",3,2,1,1,89,65,655,0.655,
Rumah,"Pedurungan, Semarang",3,1,,1,176,150,655,0.655,
Rumah,"Pedurungan, Semarang",3,2,,1,176,160,655,0.655,
Rumah,"Banyumanik, Semarang",3,2,2,2,144,54,660,0.66,
Rumah,"Semarang Timur, Semarang",3,2,1,1,90,65,660,0.66,
Rumah,"Pedurungan, Semarang",2,1,1,1,96,65,660,0.66,
Rumah,"Pedurungan, Semarang",3,2,,1,76,72,660,0.66,
Rumah,"Tembalang, Semarang",3,2,1,1,99,99,660,0.66,
Rumah,"Mijen, Semarang",2,2,,1,132,132,660,0.66,
Rumah,"Gunung Pati, Semarang",2,1,1,1,120,55,665,0.665,
Rumah,"Tembalang, Semarang",3,2,,1,104,60,665,0.665,
Rumah,"Tembalang, Semarang",3,2,1,1,108,70,665,0.665,
Rumah,"Pedurungan, Semarang",3,2,,1,72,72,665,0.665,
Rumah,"Tembalang, Semarang",2,2,2,2,104,75,665,0.665,
Rumah,"Tembalang, Semarang",3,2,2,2,104,75,665,0.665,
Rumah,"Tembalang, Semarang",3,2,,1,104,75,665,0.665,
Rumah,"Tembalang, Semarang",3,2,2,2,104,80,665,0.665,
Rumah,"Tembalang, Semarang",3,2,1,1,104,120,665,0.665,
Rumah,"Tembalang, Semarang",2,1,2,2,90,45,667,0.667,
Rumah,"Mijen, Semarang",2,1,1,1,120,52,667,0.667,
Rumah,"Semarang Barat, Semarang",2,1,1,1,120,48,670,0.67,
Rumah,"Pedurungan, Semarang",2,1,,1,77,49,670,0.67,
Rumah,"Pedurungan, Semarang",3,2,1,1,74,60,670,0.67,
Rumah,"Gunung Pati, Semarang",3,2,1,1,126,75,670,0.67,
Rumah,"Semarang Timur, Semarang",3,1,2,2,100,80,670,0.67,
Rumah,"Banyumanik, Semarang",3,1,1,1,101,80,670,0.67,
Rumah,"Tembalang, Semarang",2,1,,1,84,84,670,0.67,
Rumah,"Ngaliyan, Semarang",2,1,,1,98,90,670,0.67,
Rumah,"Banyumanik, Semarang",3,3,1,1,66,98,670,0.67,
Rumah,"Pedurungan, Semarang",3,2,2,2,88,62,671,0.671,
Rumah,"Tembalang, Semarang",3,1,1,1,92,77,672,0.672,
Rumah,"Pedurungan, Semarang",3,2,2,2,72,63,673,0.673,
Rumah,"Tembalang, Semarang",3,2,2,2,67,75,673,0.673,
Rumah,"Pedurungan, Semarang",3,2,2,2,75,63,674,0.674,
Rumah,"Pedurungan, Semarang",3,2,2,2,78,63,674,0.674,
Rumah,"Mijen, Semarang",2,1,1,1,120,34,675,0.675,
Rumah,"Semarang Tengah, Semarang",3,1,1,1,72,45,675,0.675,
Rumah,"Tembalang, Semarang",2,1,1,1,105,45,675,0.675,
Rumah,"Ngaliyan, Semarang",2,1,,1,126,45,675,0.675,
Rumah,"Pedurungan, Semarang",2,1,1,1,75,50,675,0.675,
Rumah,"Pedurungan, Semarang",2,2,1,1,75,50,675,0.675,
Rumah,"Pedurungan, Semarang",2,1,,1,77,50,675,0.675,
Rumah,"Banyumanik, Semarang",2,2,,1,111,52,675,0.675,
Rumah,"Mijen, Semarang",2,1,1,1,120,54,675,0.675,
Rumah,"Banyumanik, Semarang",2,2,,1,80,60,675,0.675,
Rumah,"Banyumanik, Semarang",3,2,1,1,80,60,675,0.675,
Rumah,"Pedurungan, Semarang",3,2,1,1,73,63,675,0.675,
Rumah,"Gayamsari, Semarang",2,1,1,1,84,70,675,0.675,
Rumah,"Pedurungan, Semarang",3,2,1,1,117,70,675,0.675,
Rumah,"Pedurungan, Semarang",2,1,1,1,120,70,675,0.675,
Rumah,"Semarang Timur, Semarang",2,1,1,1,120,70,675,0.675,
Rumah,"Pedurungan, Semarang",2,1,2,2,120,70,675,0.675,
Rumah,"Banyumanik, Semarang",3,1,,1,137,70,675,0.675,
Rumah,"Banyumanik, Semarang",3,1,1,1,142,70,675,0.675,
Rumah,"Candisari, Semarang",3,2,,1,67,75,675,0.675,
Rumah,"Pedurungan, Semarang",3,2,,1,100,75,675,0.675,
Rumah,"Tembalang, Semarang",2,2,1,1,60,80,675,0.675,
Rumah,"Banyumanik, Semarang",3,2,,1,80,80,675,0.675,
Rumah,"Gunung Pati, Semarang",4,4,2,2,90,80,675,0.675,
Rumah,"Semarang Tengah, Semarang",2,1,,1,93,80,675,0.675,
Rumah,"Semarang Tengah, Semarang",3,2,,1,93,80,675,0.675,
Rumah,"Gunung Pati, Semarang",2,1,1,1,120,80,675,0.675,
